GameId,GameName,PlatformId,ReleaseYear,GenreId,GamePublisher
130,Halo: Combat Evolved,14,2001.0,7,Microsoft Game Studios
131,Pokémon Emerald Version,9,2004.0,4,Nintendo
132,Kingdom Hearts,7,2002.0,4,Sony Computer Entertainment
133,Pokémon Crystal Version,3,2000.0,4,Nintendo
134,Halo 3: ODST,5,2009.0,7,Microsoft Game Studios
135,Red Dead Redemption,5,2010.0,9,Take-Two Interactive
136,Super Mario Sunshine,19,2002.0,2,Nintendo
137,Street Fighter II: The World Warrior,8,1992.0,10,Capcom
138,World of Warcraft,15,2004.0,4,Activision
139,Driver,13,1999.0,9,GT Interactive
140,Kinect Sports,5,2010.0,1,Microsoft Game Studios
141,Gears of War 3,5,2011.0,7,Microsoft Game Studios
142,Gears of War,5,2006.0,7,Microsoft Game Studios
143,Metal Gear Solid 2: Sons of Liberty,7,2001.0,9,Konami Digital Entertainment
144,Sonic the Hedgehog 2,21,1992.0,2,Sega
145,Metal Gear Solid 4: Guns of the Patriots,6,2008.0,9,Konami Digital Entertainment
146,Metal Gear Solid,13,1998.0,9,Konami Digital Entertainment
147,The Last of Us,6,2013.0,9,Sony Computer Entertainment Europe
148,Final Fantasy XII,7,2006.0,4,Square Enix
149,LittleBigPlanet,6,2008.0,2,Sony Computer Entertainment
150,Dragon Quest IX: Sentinels of the Starry Skies,4,2009.0,4,Nintendo
151,LEGO Star Wars: The Complete Saga,1,2007.0,9,LucasArts
152,Resident Evil 2,13,1998.0,9,Virgin Interactive
153,Tekken 2,13,1996.0,10,Sony Computer Entertainment
154,Cooking Mama,4,2006.0,8,505 Games
155,Destiny,11,2014.0,7,Activision
156,Tetris,2,1988.0,5,Nintendo
157,Assassin's Creed II,6,2009.0,9,Ubisoft
158,Super Smash Bros.,12,1999.0,10,Nintendo
159,Assassin's Creed,5,2007.0,11,Ubisoft
160,Batman: Arkham City,6,2011.0,9,Warner Bros. Interactive Entertainment
161,Forza Motorsport 3,5,2009.0,3,Microsoft Game Studios
162,Monster Hunter Freedom Unite,17,2008.0,4,Capcom
163,Super Mario Advance,9,2001.0,2,Nintendo
164,Mario Kart: Super Circuit,9,2001.0,3,Nintendo
165,Super Mario World,9,2001.0,2,Nintendo
166,Pokemon Stadium,12,1999.0,12,Nintendo
167,Call of Duty: World at War,6,2008.0,7,Activision
168,Crash Bandicoot: The Wrath of Cortex,7,2001.0,2,Universal Interactive
169,Minecraft,6,2014.0,6,Sony Computer Entertainment
170,Final Fantasy XIII,6,2009.0,4,Square Enix
171,Dr. Mario,3,1989.0,5,Nintendo
172,Pokemon Pinball,3,1999.0,6,Nintendo
173,Assassin's Creed III,5,2012.0,9,Ubisoft
174,Final Fantasy IX,13,2000.0,4,SquareSoft
175,Final Fantasy X-2,7,2003.0,4,Electronic Arts
176,Donkey Kong 64,12,1999.0,2,Nintendo
177,Assassin's Creed II,5,2009.0,9,Ubisoft
178,Professor Layton and the Curious Village,4,2007.0,5,Nintendo
179,Tomb Raider II,13,1997.0,9,Eidos Interactive
180,Madden NFL 2004,7,,1,Electronic Arts
181,Dragon Quest VIII: Journey of the Cursed King,7,2004.0,4,Square Enix
182,Diablo III,15,2012.0,4,Activision
183,Super Mario Bros. 3,9,2003.0,2,Nintendo
184,New Super Mario Bros. U,20,2012.0,2,Nintendo
185,Super Mario Land 3: Wario Land,3,1994.0,2,Nintendo
186,FIFA Soccer 13,5,2012.0,9,Electronic Arts
187,The Legend of Zelda: Phantom Hourglass,4,2007.0,9,Nintendo
188,Donkey Kong Country 2: Diddy's Kong Quest,8,1995.0,2,Nintendo
189,Tomodachi Life,10,2013.0,8,Nintendo
190,Mario & Sonic at the Olympic Games,4,2008.0,1,Sega
191,Medal of Honor: Rising Sun,7,2003.0,7,Electronic Arts
192,Kirby's Dream Land,3,1992.0,2,Nintendo
193,Fable III,5,2010.0,4,Microsoft Game Studios
194,Call of Duty: Advanced Warfare,18,2014.0,7,Activision
195,Microsoft Flight Simulator,15,1996.0,8,Microsoft Game Studios
196,Guitar Hero II,7,2006.0,6,RedOctane
197,Resident Evil 5,6,2009.0,9,Capcom
198,Grand Theft Auto V,18,2014.0,9,Take-Two Interactive
199,Grand Theft Auto: Vice City Stories,17,2006.0,9,Take-Two Interactive
200,FIFA Soccer 11,6,2010.0,1,Electronic Arts
201,Super Mario Bros.,3,1999.0,2,Nintendo
202,Resident Evil,13,1996.0,9,Virgin Interactive
203,Tony Hawk's Pro Skater,13,1999.0,1,Activision
204,Super Smash Bros. for Wii U and 3DS,20,2014.0,10,Nintendo
205,Warzone 2100,13,1999.0,12,Eidos Interactive
206,Spyro the Dragon,13,1998.0,2,Sony Computer Entertainment
207,Link's Crossbow Training,1,2007.0,7,Nintendo
208,Guitar Hero III: Legends of Rock,7,2007.0,6,Activision
209,Fallout 3,5,2008.0,4,Bethesda Softworks
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,4,2007.0,4,Nintendo
211,Uncharted: Drake's Fortune,6,2007.0,9,Sony Computer Entertainment
212,Madden NFL 06,7,2005.0,1,Electronic Arts
213,LEGO Star Wars: The Complete Saga,4,2007.0,9,LucasArts
214,Diddy Kong Racing,12,1997.0,3,Nintendo
215,Monster Hunter Freedom 3,17,2010.0,4,Capcom
216,Dr. Mario,2,1990.0,5,Nintendo
217,God of War III,6,2010.0,9,Sony Computer Entertainment
218,StarCraft II: Wings of Liberty,15,2010.0,12,Activision
219,Assassin's Creed,6,2007.0,11,Ubisoft
220,FIFA 15,6,2014.0,1,Electronic Arts
221,Crash Team Racing,13,1999.0,3,Sony Computer Entertainment
222,FIFA 17,11,2016.0,1,Electronic Arts
223,Batman: Arkham City,5,2011.0,9,Warner Bros. Interactive Entertainment
224,Driver 2,13,2000.0,9,Atari
225,The Simpsons: Hit & Run,7,2003.0,3,Vivendi Games
226,Tony Hawk's Pro Skater 2,13,2000.0,1,Activision
227,Animal Crossing: City Folk,1,2008.0,8,Nintendo
228,The Lord of the Rings: The Two Towers,7,2002.0,9,Electronic Arts
229,Forza Motorsport 4,5,2011.0,3,Microsoft Game Studios
230,Tomb Raider,13,1996.0,9,Eidos Interactive
231,Guitar Hero III: Legends of Rock,1,2007.0,6,Activision
232,The Legend of Zelda: A Link to the Past,8,1991.0,9,Nintendo
233,The Legend of Zelda: The Wind Waker,19,2002.0,9,Nintendo
234,Mario & Sonic at the Olympic Winter Games,1,2009.0,1,Sega
235,Luigi's Mansion: Dark Moon,10,2013.0,9,Nintendo
236,Splatoon,20,2015.0,7,Nintendo
237,The Last of Us,11,2014.0,9,Sony Computer Entertainment
238,Guitar Hero III: Legends of Rock,5,2007.0,6,Activision
239,Madden NFL 2005,7,2004.0,1,Electronic Arts
240,Pitfall!,16,1981.0,2,Activision
241,Madden NFL 07,7,2006.0,1,Electronic Arts
242,Spider-Man: The Movie,7,2002.0,9,Activision
243,Dragon Quest VII: Warriors of Eden,13,2000.0,4,Enix Corporation
244,Uncharted: The Nathan Drake Collection,11,2015.0,9,Sony Computer Entertainment
245,Call of Duty: Advanced Warfare,6,2014.0,7,Activision
246,God of War,7,2005.0,9,Sony Computer Entertainment
247,Nintendo Land,20,2012.0,6,Nintendo
248,Michael Jackson: The Experience,1,2010.0,6,Ubisoft
249,Tony Hawk's Pro Skater 3,7,2001.0,1,Activision
250,Winning Eleven: Pro Evolution Soccer 2007,7,2006.0,1,Konami Digital Entertainment
251,The Elder Scrolls IV: Oblivion,5,2006.0,4,Take-Two Interactive
252,Zelda II: The Adventure of Link,2,1987.0,11,Nintendo
253,Need for Speed: Most Wanted,7,2005.0,3,Electronic Arts
254,Resistance: Fall of Man,6,2006.0,7,Sony Computer Entertainment
255,Sonic the Hedgehog,21,1991.0,2,Sega
256,Kingdom Hearts II,7,2005.0,4,Square Enix
257,FIFA 14,5,2013.0,1,Electronic Arts
258,Call of Duty: Advanced Warfare,5,2014.0,7,Activision
259,Asteroids,16,1980.0,7,Atari
260,Fable II,5,2008.0,4,Microsoft Game Studios
261,Halo 5: Guardians,18,2015.0,7,Microsoft Game Studios
262,Super Mario 3D World,20,2013.0,2,Nintendo
263,Batman: Arkham Asylum,6,2009.0,9,Eidos Interactive
264,Assassin's Creed: Revelations,6,2011.0,9,Ubisoft
265,Namco Museum,9,2001.0,6,Namco Bandai Games
266,Metal Gear Solid 3: Snake Eater,7,2004.0,9,Konami Digital Entertainment
267,Daxter,17,2006.0,2,Sony Computer Entertainment
268,Warcraft II: Tides of Darkness,15,1995.0,12,Activision
269,The Legend of Zelda: Ocarina of Time,10,2011.0,9,Nintendo
270,FIFA Soccer 06,7,2005.0,1,Electronic Arts
271,EyeToy Play,7,2003.0,6,Sony Computer Entertainment
272,Uncharted 4: A Thief's End,11,2016.0,7,Sony Computer Entertainment
273,Gran Turismo 5 Prologue,6,2007.0,3,Sony Computer Entertainment
274,Assassin's Creed: Revelations,5,2011.0,9,Ubisoft
275,Street Fighter IV,6,2009.0,10,Capcom
276,FIFA 12,5,2011.0,1,Electronic Arts
277,Teenage Mutant Ninja Turtles,2,1989.0,9,Palcom
278,Excitebike,2,1984.0,3,Nintendo
279,Frogger,13,1997.0,9,Hasbro Interactive
280,Madden NFL 2003,7,2002.0,1,Electronic Arts
281,Watch Dogs,11,2014.0,9,Ubisoft
282,Half-Life,15,1997.0,7,Vivendi Games
283,Super Mario World 2: Yoshi's Island,8,1995.0,2,Nintendo
284,FIFA Soccer 07,7,2006.0,1,Electronic Arts
285,The Legend of Zelda: Skyward Sword,1,2011.0,9,Nintendo
286,Street Fighter II Turbo,8,1992.0,10,Capcom
287,Carnival Games,1,2007.0,6,Take-Two Interactive
288,Fallout 4,18,2015.0,4,Bethesda Softworks
289,World of Warcraft: The Burning Crusade,15,2007.0,4,Activision
290,Fallout: New Vegas,5,2010.0,4,Bethesda Softworks
291,God of War II,7,2007.0,9,Sony Computer Entertainment
292,Forza Motorsport 2,5,2007.0,3,Microsoft Game Studios
293,World Soccer Winning Eleven 9,7,2005.0,1,Konami Digital Entertainment
294,Namco Museum Vol.3,13,1996.0,6,Sony Computer Entertainment
295,Tekken Tag Tournament,7,2000.0,10,Namco Bandai Games
296,Far Cry 4,11,2014.0,7,Ubisoft
297,Star Fox 64,12,1997.0,7,Nintendo
298,Minecraft,11,2014.0,6,Sony Computer Entertainment Europe
299,Golf,2,1984.0,1,Nintendo
300,Fallout 3,6,2008.0,4,Bethesda Softworks
301,Professor Layton and the Diabolical Box,4,2007.0,5,Nintendo
302,Left 4 Dead 2,5,2009.0,7,Electronic Arts
303,Namco Museum: 50th Anniversary,7,2005.0,6,Namco Bandai Games
304,EA Sports Active,1,2009.0,1,Electronic Arts
305,Assassin's Creed: Unity,11,2014.0,9,Ubisoft
306,Donkey Kong Land,3,1994.0,2,Nintendo
307,Tony Hawk's Underground,7,2003.0,1,Activision
308,Assassin's Creed IV: Black Flag,6,2013.0,9,Ubisoft
309,Monster Hunter 4 Ultimate,10,2014.0,4,Nintendo
310,MotorStorm,6,2006.0,3,Sony Computer Entertainment
311,The Elder Scrolls V: Skyrim,15,2011.0,4,Bethesda Softworks
312,Tekken 5,7,2005.0,10,Namco Bandai Games
313,Dragon Warrior III,2,1988.0,4,Enix Corporation
314,Sports Champions,6,2010.0,1,Sony Computer Entertainment
315,NBA 2K16,11,2015.0,1,Take-Two Interactive
316,World Soccer Winning Eleven 8 International,7,2004.0,1,Konami Digital Entertainment
317,Flash Focus: Vision Training in Minutes a Day,4,2007.0,6,Nintendo
318,Namco Museum Vol.1,13,1995.0,6,Sony Computer Entertainment
319,The Legend of Zelda: Link's Awakening,3,1992.0,9,Nintendo
320,Mario & Luigi: Bowser's Inside Story,4,2009.0,4,Nintendo
321,Big Brain Academy: Wii Degree,1,2007.0,6,Nintendo
322,Nintendogs + cats,10,2011.0,8,Nintendo
323,Batman: Arkham Knight,11,2015.0,9,Warner Bros. Interactive Entertainment
324,Mario & Sonic at the London 2012 Olympic Games,1,2011.0,1,Sega
325,LEGO Indiana Jones: The Original Adventures,5,2008.0,9,Activision
326,Resident Evil Director's Cut,13,1996.0,9,Virgin Interactive
327,Ratchet & Clank: Size Matters,17,2007.0,2,Sony Computer Entertainment
328,Just Dance 2014,1,2013.0,6,Ubisoft
329,The Sims: Unleashed,15,2002.0,8,Electronic Arts
330,Super Paper Mario,1,2007.0,2,Nintendo
331,Harry Potter and the Sorcerer's Stone,13,2001.0,9,Electronic Arts
332,The Witcher 3: Wild Hunt,11,2015.0,4,Namco Bandai Games
333,Resident Evil 3: Nemesis,13,1999.0,9,Eidos Interactive
334,Spyro: Year of the Dragon,13,2000.0,2,Sony Computer Entertainment
335,FIFA Soccer 2005,7,2004.0,1,Electronic Arts
336,Pokémon Trading Card Game,3,1998.0,12,Nintendo
337,Battlefield 4,6,2013.0,7,Electronic Arts
338,MySims,4,2007.0,8,Electronic Arts
339,Friend Collection,4,2009.0,6,Nintendo
340,Tony Hawk's Pro Skater 4,7,2002.0,1,Activision
341,Midnight Club 3: DUB Edition,17,2005.0,3,Take-Two Interactive
342,Banjo-Kazooie,12,1998.0,2,Nintendo
343,SOCOM: U.S. Navy SEALs,7,2002.0,7,Sony Computer Entertainment
344,Guitar Hero: World Tour,1,2008.0,6,Activision
345,Gran Turismo 6,6,2013.0,3,Sony Computer Entertainment
346,Jak and Daxter: The Precursor Legacy,7,2001.0,2,Sony Computer Entertainment
347,Pokemon Snap,12,1999.0,8,Nintendo
348,FIFA Soccer 10,6,2009.0,1,Electronic Arts
349,Pro Evolution Soccer 2008,7,2007.0,1,Konami Digital Entertainment
350,Call of Duty: Ghosts,11,2013.0,7,Activision
351,Resident Evil 4,7,2005.0,9,Capcom
352,Tom Clancy's The Division,11,2016.0,7,Ubisoft
353,Star Wars: Battlefront,7,2004.0,7,LucasArts
354,Doom II: Hell on Earth,15,1994.0,7,Virgin Interactive
355,The Simpsons: Road Rage,7,2001.0,3,Electronic Arts
356,Cooking Mama 2: Dinner With Friends,4,2007.0,8,505 Games
357,Luigi's Mansion,19,2001.0,9,Nintendo
358,Star Wars: Battlefront II,7,2005.0,7,LucasArts
359,WWF SmackDown!,13,2000.0,10,THQ
360,Croc: Legend of the Gobbos,13,1997.0,2,Fox Interactive
361,Grand Theft Auto: Liberty City Stories,7,2006.0,9,Take-Two Interactive
362,The Getaway,7,2002.0,9,Sony Computer Entertainment
363,Tomb Raider III: Adventures of Lara Croft,13,1997.0,9,Eidos Interactive
364,James Bond 007: Agent Under Fire,7,2001.0,7,Electronic Arts
365,LEGO Star Wars: The Video Game,7,2005.0,9,Eidos Interactive
366,Battlefield 4,5,2013.0,7,Electronic Arts
367,FIFA Soccer 11,5,2010.0,1,Electronic Arts
368,Rugrats in Paris: The Movie,13,2000.0,9,THQ
369,Spyro 2: Ripto's Rage!,13,1999.0,2,Sony Computer Entertainment
370,Left 4 Dead,5,2008.0,7,Electronic Arts
371,Mario & Sonic at the Olympic Winter Games,4,2009.0,1,Sega
372,Resident Evil 5,5,2009.0,9,Capcom
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,8,1996.0,2,Nintendo
374,Assassin's Creed: Brotherhood,5,2010.0,9,Ubisoft
375,Kung Fu,2,1985.0,9,Nintendo
376,Batman: Arkham Asylum,5,2009.0,9,Eidos Interactive
377,Clubhouse Games,4,2006.0,6,Nintendo
378,FIFA Soccer 2004,7,,1,Electronic Arts
379,Star Wars Battlefront (2015),18,2015.0,7,Electronic Arts
380,Battlefield: Bad Company 2,5,2010.0,7,Electronic Arts
381,Guitar Hero: On Tour,4,2008.0,6,Activision
382,Assassin's Creed: Unity,18,2014.0,9,Ubisoft
383,Far Cry 3,6,2012.0,7,Ubisoft
384,Monster Hunter 4,10,2013.0,4,Capcom
385,Borderlands,5,2009.0,7,Take-Two Interactive
386,Tekken 4,7,2002.0,10,Namco Bandai Games
387,Battlefield 4,11,2013.0,7,Electronic Arts
388,LittleBigPlanet 2,6,2011.0,2,Sony Computer Entertainment
389,Grand Theft Auto 2,13,1998.0,9,Take-Two Interactive
390,Final Fantasy III,8,1994.0,4,SquareSoft
391,Spider-Man 2,7,2004.0,9,Activision
392,F-1 Race,3,1990.0,3,Nintendo
393,FIFA Soccer 2003,7,2002.0,1,Electronic Arts
394,Crash Bash,13,2000.0,6,Sony Computer Entertainment
395,LEGO Batman: The Videogame,5,2008.0,9,Warner Bros. Interactive Entertainment
396,Metal Gear Solid V: The Phantom Pain,11,2015.0,9,Konami Digital Entertainment
397,The Legend of Zelda: Spirit Tracks,4,2009.0,9,Nintendo
398,WWF War Zone,13,1998.0,10,Acclaim Entertainment
399,The Legend of Zelda: Majora's Mask,12,2000.0,9,Nintendo
400,Professor Layton and the Unwound Future,4,2008.0,5,Nintendo
401,Rugrats: Search For Reptar,13,1998.0,11,THQ
402,Assassin's Creed IV: Black Flag,5,2013.0,9,Ubisoft
403,English Training: Have Fun Improving Your Skills!,4,2006.0,6,Nintendo
404,James Bond 007: Nightfire,7,2002.0,7,Electronic Arts
405,Ratchet & Clank,7,2002.0,2,Sony Computer Entertainment
406,Mario Party 9,1,2012.0,6,Nintendo
407,Star Wars Episode III: Revenge of the Sith,7,2005.0,9,LucasArts
408,Max Payne,7,2001.0,7,Take-Two Interactive
409,The Lord of the Rings: The Return of the King,7,2003.0,9,Electronic Arts
410,Assassin's Creed Syndicate,11,2015.0,9,Ubisoft
411,Destiny,18,2014.0,7,Activision
412,True Crime: Streets of LA,7,2003.0,9,Activision
413,Wii Music,1,2008.0,6,Nintendo
414,Gran Turismo (PSP),17,2009.0,3,Sony Computer Entertainment
415,Monster Hunter X,10,2015.0,9,Capcom
416,Tekken,13,1995.0,10,Sony Computer Entertainment
417,FIFA 16,18,2015.0,1,Electronic Arts
418,L.A. Noire,6,2011.0,11,Take-Two Interactive
419,Madden NFL 16,11,2015.0,1,Electronic Arts
420,Yokai Watch 2 Ganso/Honke,10,2014.0,4,Nintendo
421,007: Tomorrow Never Dies,13,1999.0,7,Electronic Arts
422,Baseball,2,1983.0,1,Nintendo
423,Killer Instinct,8,1995.0,10,Nintendo
424,WWF SmackDown! 2: Know Your Role,13,2000.0,10,THQ
425,Crisis Core: Final Fantasy VII,17,2007.0,4,Square Enix
426,God of War: Chains of Olympus,17,2008.0,9,Sony Computer Entertainment
427,Dragon Quest VI: Maboroshi no Daichi,8,1995.0,4,Enix Corporation
428,Dance Central,5,2010.0,6,MTV Games
429,Enter the Matrix,7,2003.0,9,Atari
430,Super Mario Maker,20,2015.0,2,Nintendo
431,Fallout: New Vegas,6,2010.0,4,Bethesda Softworks
432,LEGO Batman: The Videogame,1,,9,Warner Bros. Interactive Entertainment
433,Rhythm Heaven,4,2008.0,6,Nintendo
434,Ace Combat 04: Shattered Skies,7,2001.0,8,Sony Computer Entertainment Europe
435,Club Penguin: Elite Penguin Force,4,2008.0,11,Disney Interactive Studios
436,Animal Crossing,19,2001.0,8,Nintendo
437,LEGO Batman: The Videogame,4,2008.0,9,Warner Bros. Interactive Entertainment
438,Sonic Rush,4,2005.0,2,Sega
439,Resident Evil 6,6,2012.0,7,Capcom
440,Halo: The Master Chief Collection,18,2014.0,7,Microsoft Game Studios
441,FIFA Soccer 08,7,2007.0,1,Electronic Arts
442,Spider-Man,13,2000.0,9,Activision
443,Need for Speed III: Hot Pursuit,13,1998.0,3,Electronic Arts
444,Star Wars Episode I Racer,12,1999.0,3,Nintendo
445,Personal Trainer: Cooking,4,2006.0,6,Nintendo
446,The Elder Scrolls IV: Oblivion,6,2007.0,4,Ubisoft
447,Dragon Warrior IV,2,1990.0,4,Enix Corporation
448,Heavy Rain,6,2010.0,11,Sony Computer Entertainment
449,Mass Effect 2,5,2010.0,4,Electronic Arts
450,FIFA 15,5,2014.0,1,Electronic Arts
451,Dragon Ball Z: Budokai,7,2002.0,10,Atari
452,Madden NFL 2002,7,2001.0,1,Electronic Arts
